gene	lof.pLI
THPO	7.7066e-03
THRA	9.9890e-01
THRAP3	1.0000e+00
THRB	9.9989e-01
THRSP	1.7652e-03
THSD1	6.7121e-07
THSD4	1.9607e-03
THSD7A	9.8063e-01
THSD7B	1.4549e-20
THTPA	1.2281e-01
THUMPD1	6.6121e-07
THUMPD2	2.1211e-06
THUMPD3	2.3978e-01
THY1	7.1313e-02
THYN1	5.0133e-08
TIA1	9.9958e-01
TIAF1	4.1258e-01
TIAL1	1.0000e+00
TIAM1	9.9951e-01
TIAM2	7.8654e-01
TICAM1	3.6664e-01
TICAM2	3.6031e-04
TICRR	4.9691e-30
TIE1	7.2627e-06
TIFAB	3.1532e-01
TIGAR	4.3092e-01
TIGD1	1.3658e-02
TIGD2	1.5333e-03
TIGD3	5.4492e-05
TIGD4	1.9297e-06
TIGD5	7.2440e-11
TIGD6	2.0237e-03
TIGD7	3.8687e-03
TIGIT	2.0791e-02
TIMD4	2.0406e-01
TIMELESS	1.0898e-29
TIMM10	2.9883e-06
TIMM10B	3.2309e-09
TIMM13	4.9713e-03
TIMM17A	9.1470e-03
TIMM17B	2.3416e-01
TIMM21	2.1434e-05
TIMM22	3.1827e-03
TIMM23	1.4638e-02
TIMM23B	1.1891e-03
TIMM23B-AGAP6	2.8185e-06
TIMM29	1.7693e-11
TIMM44	1.7238e-01
TIMM50	2.0940e-04
TIMM8A	6.5195e-01
TIMM8B	2.3470e-02
TIMM9	3.0963e-01
TIMMDC1	3.9603e-03
TIMP1	6.0485e-01
TIMP2	9.9241e-01
TIMP3	4.6204e-01
TIMP4	5.3227e-10
TINAG	8.7815e-07
TINAGL1	1.3769e-06
TINF2	7.3283e-01
TIPARP	1.0000e+00
TIPIN	3.9232e-02
TIPRL	8.4174e-01
TIRAP	9.0506e-03
TJAP1	4.9033e-01
TJP1	1.0000e+00
TJP2	1.4170e-01
TJP3	1.3420e-05
TK1	5.8503e-03
TK2	1.6878e-01
TKFC	2.1623e-01
TKT	9.1743e-09
TKTL1	9.9933e-01
TKTL2	4.5434e-01
TLCD1	1.7616e-03
TLCD2	1.7840e-04
TLCD3A	5.3517e-02
TLCD3B	5.7157e-01
TLCD4	9.5907e-01
TLCD4-RWDD3	1.7456e-01
TLCD5	1.1518e-02
TLDC2	4.1446e-02
TLE1	1.0000e+00
TLE2	3.2583e-07
TLE3	1.0000e+00
TLE4	1.0000e+00
TLE5	8.2753e-01
TLE6	5.4308e-03
TLK1	1.0000e+00
TLK2	1.0000e+00
TLL1	9.9793e-01
TLL2	9.0910e-30
TLN1	1.0000e+00
TLN2	9.9378e-01
TLNRD1	6.2314e-06
TLR1	3.5015e-01
TLR10	1.8297e-01
TLR2	2.9953e-01
TLR3	3.1524e-05
TLR4	5.9705e-01
TLR5	3.3643e-01
TLR6	1.6687e-01
TLR7	9.7912e-01
TLR8	3.2401e-01
TLR9	1.0365e-06
TLX1	9.8854e-01
TLX2	2.6686e-02
TLX3	5.5092e-03
TM2D1	1.0301e-01
TM2D2	2.7107e-02
TM2D3	1.5370e-06
TM4SF1	6.9479e-04
TM4SF18	9.9316e-06
TM4SF19	2.2932e-02
TM4SF20	8.4702e-02
TM4SF4	4.4191e-04
TM4SF5	1.5868e-05
TM6SF1	1.6565e-01
TM6SF2	1.3380e-07
TM7SF2	1.3644e-07
TM7SF3	9.3451e-03
TM9SF1	1.5474e-01
TM9SF2	1.0000e+00
TM9SF3	1.0000e+00
TM9SF4	1.0000e+00
TMA16	3.5384e-04
TMA7	2.5831e-01
TMBIM1	1.8916e-01
TMBIM4	4.6310e-01
TMBIM6	7.3736e-01
TMC1	1.6959e-14
TMC2	6.6596e-27
TMC3	1.5105e-24
TMC4	2.6440e-06
TMC5	2.8887e-16
TMC6	4.6217e-03
TMC7	7.5559e-06
TMC8	4.3075e-07
TMCC1	9.9939e-01
TMCC2	9.9112e-01
TMCC3	5.1441e-03
TMCO1	6.8047e-04
TMCO2	1.3695e-02
TMCO3	8.7036e-03
TMCO4	3.2003e-09
TMCO5A	2.5676e-02
TMCO6	4.9116e-02
TMED1	6.3658e-01
TMED10	8.8991e-01
TMED2	9.9716e-01
TMED3	3.5457e-03
TMED4	5.1891e-01
TMED5	1.3011e-05
TMED6	4.5187e-04
TMED7	5.6555e-01
TMED7-TICAM2	2.2462e-01
TMED8	7.2315e-01
TMED9	2.4877e-06
TMEFF1	3.4951e-02
TMEFF2	2.4460e-01
TMEM100	9.2592e-01
TMEM101	1.7422e-01
TMEM102	3.6452e-12
TMEM104	5.0851e-03
TMEM106A	2.1767e-07
TMEM106B	3.0831e-01
TMEM106C	2.0552e-02
TMEM107	1.5732e-03
TMEM108	9.7696e-01
TMEM109	3.2991e-05
TMEM11	9.9899e-01
TMEM114	4.2121e-03
TMEM115	5.0540e-01
TMEM116	1.0727e-01
TMEM117	1.5246e-01
TMEM119	6.0294e-01
TMEM120A	3.1984e-04
TMEM120B	2.6923e-02
TMEM121	1.2299e-02
TMEM121B	2.9456e-01
TMEM123	4.2700e-01
TMEM125	1.2488e-02
TMEM126A	3.8306e-01
TMEM126B	3.4869e-02
TMEM127	1.6966e-03
TMEM128	2.6591e-03
TMEM129	2.4335e-11
TMEM130	1.1309e-01
TMEM131	1.0000e+00
TMEM131L	1.0000e+00
TMEM132A	8.2186e-02
TMEM132B	1.0000e+00
TMEM132C	1.4303e-04
TMEM132D	9.7597e-01
TMEM132E	1.3316e-11
TMEM134	4.4359e-09
TMEM135	4.9333e-01
TMEM138	2.8691e-01
TMEM139	2.1946e-02
TMEM140	1.3077e-01
TMEM141	6.1938e-08
TMEM143	1.2647e-05
TMEM144	2.9999e-01
TMEM145	1.6531e-01
TMEM147	3.4436e-06
TMEM14A	1.0623e-02
TMEM14B	3.4787e-01
TMEM14C	5.9597e-05
TMEM150A	1.4888e-01
TMEM150B	6.3422e-11
TMEM150C	9.1973e-01
TMEM151A	1.9651e-07
TMEM151B	5.5588e-01
TMEM154	3.1363e-04
TMEM156	3.3212e-03
TMEM158	2.1031e-04
TMEM160	3.9702e-07
TMEM161A	4.3432e-02
TMEM161B	5.0494e-01
TMEM163	2.0913e-02
TMEM164	9.4373e-01
TMEM165	3.3706e-01
TMEM167A	4.5118e-02
TMEM167B	7.6761e-01
TMEM168	3.3167e-04
TMEM169	3.4807e-03
TMEM17	3.8481e-02
TMEM170A	2.3981e-05
TMEM170B	1.1327e-01
TMEM171	6.4160e-04
TMEM174	1.0483e-04
TMEM175	9.8834e-06
TMEM176A	3.0550e-04
TMEM176B	1.6944e-09
TMEM177	5.0934e-01
TMEM178A	9.6740e-01
TMEM178B	9.9334e-01
TMEM179	3.1563e-02
TMEM179B	2.4545e-03
TMEM18	4.5230e-03
TMEM181	1.9387e-03
TMEM182	3.9917e-01
TMEM183A	8.6172e-01
TMEM184A	1.5230e-05
TMEM184B	9.8595e-01
TMEM184C	9.4233e-01
TMEM185A	5.0269e-01
TMEM185B	1.6362e-01
TMEM186	2.2307e-02
TMEM187	1.5717e-02
TMEM19	6.0779e-01
TMEM190	1.1716e-05
TMEM191B	8.0205e-02
TMEM191C	5.7756e-06
TMEM192	6.8907e-02
TMEM196	5.2153e-04
TMEM198	4.6580e-01
TMEM199	6.3186e-03
TMEM200A	6.1158e-02
TMEM200B	2.3425e-04
TMEM200C	3.8023e-01
TMEM201	8.1596e-01
TMEM202	1.8429e-01
TMEM203	1.2351e-01
TMEM204	4.7209e-05
TMEM205	4.2132e-01
TMEM207	2.8932e-03
TMEM208	2.9658e-03
TMEM209	3.6905e-03
TMEM210	9.0892e-03
TMEM211	5.4371e-03
TMEM212	2.8410e-06
TMEM213	2.5510e-02
TMEM214	1.1848e-06
TMEM215	2.8611e-04
TMEM216	1.5925e-02
TMEM217	2.4383e-01
TMEM218	4.8023e-01
TMEM219	5.9212e-03
TMEM220	2.6039e-02
TMEM221	9.8334e-04
TMEM222	1.5089e-04
TMEM223	7.2937e-06
TMEM225	5.4177e-02
TMEM225B	3.1956e-04
TMEM229A	7.7070e-07
TMEM229B	3.5235e-01
TMEM230	7.2887e-01
TMEM231	1.3192e-03
TMEM232	7.0870e-02
TMEM233	1.5592e-01
TMEM234	3.1689e-07
TMEM235	7.1581e-05
TMEM236	1.2333e-01
TMEM237	1.1199e-11
TMEM239	6.2628e-04
TMEM240	9.6846e-01
TMEM241	1.1126e-01
TMEM242	3.2838e-02
TMEM243	3.0259e-01
TMEM244	4.3305e-04
TMEM245	1.0337e-08
TMEM247	1.0552e-07
TMEM248	9.8765e-01
TMEM249	1.0108e-04
TMEM25	2.5547e-03
TMEM250	4.1670e-01
TMEM251	8.3894e-02
TMEM252	2.0422e-02
TMEM253	3.2792e-04
TMEM254	6.5094e-05
TMEM255A	8.1860e-01
TMEM255B	3.7656e-05
TMEM256	1.4987e-02
TMEM258	2.9328e-03
TMEM259	1.4587e-02
TMEM26	5.1886e-05
TMEM260	3.0302e-01
TMEM262	2.0433e-04
TMEM263	6.3309e-01
TMEM265	1.4659e-03
TMEM266	8.7752e-09
TMEM267	6.1636e-05
TMEM268	7.5508e-02
TMEM269	9.1739e-06
TMEM270	4.9569e-06
TMEM273	2.4703e-04
TMEM30A	2.1333e-01
TMEM30B	1.7717e-07
TMEM31	1.2864e-03
TMEM33	7.4433e-01
TMEM35B	5.1901e-03
TMEM37	1.0464e-01
TMEM38A	7.4212e-02
TMEM38B	4.7115e-01
TMEM39A	9.7140e-01
TMEM39B	8.1080e-01
TMEM40	4.0339e-04
TMEM41A	5.0744e-03
TMEM41B	7.3960e-01
TMEM42	2.8611e-02
TMEM43	1.3845e-11
TMEM44	5.2688e-04
TMEM45A	7.8247e-05
TMEM45B	1.8798e-11
TMEM47	7.9685e-01
TMEM50A	2.7598e-01
TMEM50B	1.1181e-01
TMEM51	2.1903e-01
TMEM52	2.8419e-03
TMEM52B	1.6748e-02
TMEM53	6.0892e-02
TMEM54	2.8749e-07
TMEM59	5.9918e-06
TMEM59L	5.6476e-04
TMEM60	4.9290e-01
TMEM61	8.8816e-04
TMEM62	2.5348e-01
TMEM63A	6.6711e-02
TMEM63B	1.0000e+00
TMEM63C	9.9987e-01
TMEM64	6.3183e-02
TMEM65	6.2034e-05
TMEM67	3.2970e-02
TMEM68	1.1922e-01
TMEM69	1.9498e-07
TMEM70	1.6909e-04
TMEM71	3.2315e-03
TMEM72	1.3231e-01
TMEM74	8.1782e-04
TMEM74B	3.6864e-04
TMEM79	7.0615e-06
TMEM80	1.4092e-03
TMEM82	7.5284e-13
TMEM86A	1.2891e-03
TMEM86B	2.7269e-05
TMEM87A	3.3066e-01
TMEM87B	9.4074e-06
TMEM88	8.3462e-02
TMEM88B	3.9944e-07
TMEM89	2.3779e-02
TMEM8B	3.6533e-05
TMEM9	8.1831e-03
TMEM91	3.3764e-01
TMEM92	7.8571e-06
TMEM94	8.0549e-01
TMEM95	1.7117e-01
TMEM97	2.3205e-01
TMEM98	1.0970e-04
TMEM9B	9.8665e-01
TMF1	1.2002e-05
TMIE	4.2047e-04
TMIGD1	2.5415e-07
TMIGD2	1.1528e-01
TMIGD3	3.5240e-02
TMLHE	7.9575e-05
TMOD1	5.1679e-01
TMOD2	2.4309e-03
TMOD3	6.0992e-01
TMOD4	3.8163e-04
TMPO	4.4166e-01
TMPPE	5.0900e-04
TMPRSS11A	2.8712e-12
TMPRSS11B	2.8904e-11
TMPRSS11D	3.0497e-01
TMPRSS11E	7.5784e-10
TMPRSS11F	1.6401e-07
TMPRSS12	4.2271e-09
TMPRSS13	6.2562e-06
TMPRSS15	7.1254e-03
TMPRSS2	2.7067e-01
TMPRSS3	1.4834e-12
TMPRSS4	2.7975e-02
TMPRSS5	1.1236e-03
TMPRSS6	1.6379e-02
TMPRSS7	1.9969e-02
TMPRSS9	2.1242e-21
TMSB10	1.2567e-02
TMSB15A	3.9053e-01
TMSB15B	3.8882e-01
TMSB4X	4.1205e-01
TMSB4Y	3.1923e-01
TMTC1	9.9805e-03
TMTC2	1.3930e-02
TMTC3	7.9979e-02
TMTC4	3.3332e-01
TMUB1	9.6450e-02
TMUB2	1.3346e-02
TMX1	1.8557e-07
TMX2	3.1002e-03
TMX3	8.2331e-01
TMX4	3.0707e-03
TNC	1.9338e-01
TNF	8.5687e-01
TNFAIP1	3.7133e-01
TNFAIP2	1.5399e-01
TNFAIP3	1.0000e+00
TNFAIP6	1.1589e-08
TNFAIP8	1.6963e-01
TNFAIP8L1	1.1160e-01
TNFAIP8L2	6.4384e-01
TNFAIP8L2-SCNM1	2.4652e-06
TNFAIP8L3	1.1124e-01
TNFRSF10A	8.1359e-06
TNFRSF10B	4.2522e-10
TNFRSF10C	2.4252e-04
TNFRSF10D	4.1232e-06
TNFRSF11A	1.5181e-05
TNFRSF11B	8.8144e-01
TNFRSF12A	3.4038e-01
TNFRSF13B	1.0859e-10
TNFRSF13C	2.0857e-03
TNFRSF14	3.3555e-02
TNFRSF17	5.1162e-03
TNFRSF18	2.5700e-10
TNFRSF19	1.8690e-02
TNFRSF1A	9.9998e-01
TNFRSF1B	8.1865e-01
TNFRSF21	2.6812e-01
TNFRSF25	4.7641e-02
TNFRSF4	7.2612e-02
TNFRSF6B	5.5653e-11
TNFRSF8	6.9955e-01
TNFRSF9	7.7141e-01
TNFSF10	2.0246e-02
TNFSF11	9.8043e-01
TNFSF12	3.7730e-04
TNFSF12-TNFSF13	1.7298e-06
TNFSF13	1.3593e-01
TNFSF13B	9.9334e-01
TNFSF14	2.5823e-02
TNFSF15	8.9497e-02
TNFSF18	4.6503e-02
TNFSF4	7.3292e-01
TNFSF8	9.6400e-01
TNFSF9	3.1301e-05
TNIK	1.0000e+00
TNIP1	1.0000e+00
TNIP2	6.8654e-08
TNIP3	9.0458e-04
TNK1	1.7060e-05
TNK2	4.7814e-03
TNKS	5.0866e-01
TNKS1BP1	9.9999e-01
TNKS2	5.1001e-04
TNMD	3.5119e-03
TNN	2.1372e-32
TNNC1	6.1406e-01
TNNC2	2.4964e-03
TNNI1	4.1659e-01
TNNI2	3.0331e-01
TNNI3	5.9553e-05
TNNI3K	2.6394e-05
TNNT1	3.4871e-03
TNNT2	3.3757e-02
TNNT3	6.5024e-04
TNP1	7.4747e-01
TNP2	6.4307e-02
TNPO1	1.0000e+00
TNPO2	1.0000e+00
TNPO3	2.4404e-06
TNR	1.0000e+00
TNRC18	9.8375e-01
TNRC6A	1.0000e+00
TNRC6B	1.0000e+00
TNRC6C	1.0000e+00
TNS1	9.9997e-01
TNS2	8.3497e-05
TNS3	9.9999e-01
TNS4	1.7636e-02
TNXB	1.3271e-01
TOB1	9.9983e-01
TOB2	9.9200e-01
TOE1	4.5729e-11
TOGARAM1	8.4529e-02
TOGARAM2	6.0717e-03
TOLLIP	8.2583e-01
TOM1	3.0027e-04
TOM1L1	9.1228e-05
TOM1L2	6.1823e-01
TOMM20	1.3065e-01
TOMM20L	1.2549e-03
TOMM22	9.8319e-01
TOMM34	3.0932e-01
TOMM40	9.9571e-01
TOMM40L	2.0025e-01
TOMM5	4.3891e-01
TOMM6	5.7716e-03
TOMM7	1.7688e-02
TOMM70	1.0000e+00
TOMT	3.7036e-09
TONSL	6.8709e-21
TOP1	1.0000e+00
TOP1MT	3.5473e-03
TOP2A	1.0000e+00
TOP2B	1.0000e+00
TOP3A	6.8428e-02
TOP3B	4.3230e-01
TOPAZ1	5.2163e-02
TOPBP1	1.0000e+00
TOPORS	9.9999e-01
TOR1A	9.6876e-04
TOR1AIP1	8.3170e-01
TOR1AIP2	1.5851e-01
TOR1B	2.5011e-02
TOR2A	2.2423e-02
TOR3A	5.0622e-07
TOR4A	4.5747e-07
TOX	1.0000e+00
TOX2	9.8208e-01
TOX3	9.9823e-01
TP53	9.9795e-01
TP53AIP1	2.9452e-01
TP53BP1	1.0000e+00
TP53BP2	2.6210e-03
TP53I11	8.4733e-01
TP53I13	2.6066e-01
TP53I3	1.4459e-06
TP53INP1	3.8131e-01
TP53INP2	2.8345e-01
TP53RK	9.3964e-07
TP53TG3D	6.4329e-01
TP53TG5	4.3452e-03
TP63	1.0000e+00
TP73	9.6393e-01
TPBG	8.8284e-04
TPCN1	9.0939e-01
TPCN2	1.4707e-19
TPD52	8.9639e-02
TPD52L1	2.2901e-02
TPD52L2	1.2622e-03
TPD52L3	1.1962e-02
TPGS1	4.4876e-12
TPGS2	5.1412e-02
TPH1	4.8403e-02
TPH2	7.1682e-01
TPI1	8.8446e-01
TPK1	7.3030e-02
TPM1	4.5804e-01
TPM2	3.4128e-01
TPM3	9.9725e-01
TPM4	6.3692e-01
TPMT	8.1574e-04
TPO	3.6307e-05
TPP1	8.2176e-02
TPP2	1.0000e+00
TPPP	4.3776e-01
TPPP2	2.6438e-01
TPPP3	8.0776e-02
TPR	1.0000e+00
TPRA1	2.7014e-01
TPRG1	4.7244e-04
TPRG1L	1.1432e-04
TPRKB	3.0975e-01
TPRN	3.2585e-08
TPRX1	4.3937e-01
TPSAB1	3.0118e-06
TPSB2	2.7234e-04
TPSD1	4.3492e-13
TPSG1	3.0146e-17
TPST1	3.5003e-01
TPST2	3.0820e-01
TPT1	9.6259e-01
TPTE	4.0175e-03
TPTE2	2.9185e-01
TPTEP2-CSNK1E	5.1939e-01
TPX2	1.0000e+00
TRA2A	3.5142e-04
TRA2B	9.9767e-01
TRABD	1.0823e-06
TRABD2A	1.1123e-11
TRABD2B	7.6316e-01
TRADD	4.9968e-03
TRAF1	6.9315e-02
TRAF2	1.0000e+00
TRAF3	1.0000e+00
TRAF3IP1	7.3356e-02
TRAF3IP2	6.7516e-01
TRAF3IP3	1.8750e-01
TRAF4	9.9999e-01
TRAF5	1.2314e-07
TRAF6	9.9989e-01
TRAF7	1.7815e-02
TRAFD1	3.6888e-01
TRAIP	1.9031e-01
TRAK1	9.9999e-01
TRAK2	1.9621e-01
TRAM1	9.5523e-01
TRAM1L1	4.4603e-01
TRAM2	9.9999e-01
TRANK1	2.9714e-05
TRAP1	1.3684e-04
TRAPPC1	2.3832e-01
TRAPPC10	1.0000e+00
TRAPPC11	1.0729e-10
TRAPPC12	1.7455e-02
TRAPPC13	8.5025e-03
TRAPPC14	1.9242e-02
TRAPPC2	5.4611e-01
TRAPPC2B	5.0048e-02
TRAPPC2L	5.3438e-04
TRAPPC3	8.8673e-01
TRAPPC3L	2.0305e-06
TRAPPC4	1.4441e-04
TRAPPC5	2.5098e-02
TRAPPC6A	7.4393e-06
TRAPPC6B	6.2715e-02
TRAPPC8	1.0000e+00
TRAPPC9	8.3173e-02
TRARG1	3.4015e-07
TRAT1	3.6521e-02
TRDMT1	2.7522e-01
TRDN	3.1932e-01
TREH	3.9046e-21
TREM1	2.7892e-03
TREM2	3.5198e-04
TREML1	3.2844e-05
TREML2	2.3025e-08
TREML4	7.3483e-09
TRERF1	1.0000e+00
TREX1	3.9429e-02
TREX2	4.5433e-01
TRH	1.8549e-03
TRHDE	2.7166e-03
TRHR	3.4484e-02
TRIAP1	2.7235e-03
TRIB1	2.3202e-01
TRIB2	9.9998e-01
TRIB3	1.4964e-03
TRIL	1.8848e-06
TRIM10	6.3720e-12
TRIM11	5.7428e-01
TRIM13	8.3676e-01
TRIM14	8.5392e-04
TRIM15	7.5702e-06
TRIM16	6.4853e-01
TRIM16L	2.6700e-01
TRIM17	5.6892e-01
TRIM2	9.9999e-01
TRIM21	5.8197e-05
TRIM22	5.9625e-01
TRIM23	9.4840e-01
TRIM24	1.0000e+00
TRIM25	1.8969e-11
TRIM26	9.7746e-01
TRIM27	1.0000e+00
TRIM28	1.0000e+00
TRIM29	3.5956e-01
TRIM3	1.0000e+00
TRIM31	6.0695e-04
TRIM32	4.1705e-01
TRIM33	1.0000e+00
TRIM34	1.2255e-09
TRIM35	1.1660e-01
TRIM36	1.9228e-01
TRIM37	5.7299e-01
TRIM38	8.4782e-11
TRIM39	1.0000e+00
TRIM39-RPP21	9.5179e-01
TRIM4	1.6850e-07
TRIM40	7.5097e-08
TRIM41	9.9307e-01
TRIM42	1.1359e-17
TRIM43	1.2581e-01
TRIM43B	2.4772e-03
TRIM44	8.5053e-01
TRIM45	1.9307e-07
TRIM46	1.0000e+00
TRIM47	4.6339e-02
TRIM48	1.6017e-10
TRIM49	2.7938e-01
TRIM49B	3.5510e-04
TRIM49C	8.3564e-01
TRIM5	2.9953e-01
TRIM50	8.0868e-04
TRIM51	1.2039e-03
TRIM51GP	1.1079e-02
TRIM52	8.3675e-08
TRIM54	1.7194e-12
TRIM55	5.5780e-07
TRIM56	3.1677e-01
TRIM58	2.4038e-16
TRIM59	7.1703e-01
TRIM6	1.6434e-07
TRIM60	3.1532e-01
TRIM61	7.1601e-01
TRIM62	2.7944e-06
TRIM63	9.0818e-15
TRIM64B	9.9999e-01
TRIM64C	9.4744e-07
TRIM65	6.1839e-05
TRIM66	3.1542e-02
TRIM67	1.5523e-06
TRIM68	3.6900e-01
TRIM69	4.9746e-05
TRIM6-TRIM34	1.6818e-26
TRIM7	4.4211e-03
TRIM71	1.0000e+00
TRIM72	1.4488e-06
TRIM73	9.3084e-01
TRIM74	2.2669e-01
TRIM77	1.1878e-02
TRIM8	1.0000e+00
TRIM9	1.0000e+00
TRIML1	3.0942e-13
TRIML2	4.8745e-06
TRIO	1.0000e+00
TRIOBP	2.6281e-04
TRIP10	2.9636e-01
TRIP11	3.1692e-04
TRIP12	1.0000e+00
TRIP13	9.9080e-01
TRIP4	1.0631e-01
TRIP6	9.2126e-03
TRIQK	3.6282e-01
TRIR	2.9401e-01
TRIT1	8.8149e-02
TRMO	8.1041e-02
TRMT1	5.5503e-03
TRMT10A	1.4732e-10
TRMT10B	6.4483e-04
TRMT10C	1.8972e-02
TRMT11	4.8715e-02
TRMT112	3.4273e-02
TRMT12	6.3614e-01
TRMT13	1.8023e-04
TRMT1L	9.9298e-01
TRMT2A	1.8501e-01
TRMT2B	4.5938e-07
TRMT44	2.9257e-05
TRMT5	2.6049e-05
TRMT6	1.2467e-04
TRMT61A	5.9608e-03
TRMT61B	1.2187e-04
TRMT9B	6.2324e-03
TRMU	3.6019e-05
TRNAU1AP	6.1370e-08
TRNP1	3.4387e-03
TRNT1	1.8421e-04
TRO	5.4995e-01
TROAP	1.1019e-01
TRPA1	3.9796e-18
TRPC1	2.6797e-03
TRPC3	8.2196e-02
TRPC4	2.6698e-02
TRPC4AP	6.0515e-01
TRPC5	9.9973e-01
TRPC6	1.8068e-06
TRPC7	3.5540e-03
TRPM1	9.4945e-02
TRPM2	1.8461e-04
TRPM3	9.9978e-01
TRPM4	5.9570e-02
TRPM5	2.3848e-46
TRPM6	8.8938e-01
TRPM7	2.2779e-02
TRPM8	2.5510e-02
TRPS1	1.0000e+00
TRPT1	1.6215e-02
TRPV1	1.5165e-27
TRPV2	1.8318e-02
TRPV3	1.4613e-26
TRPV4	1.0336e-10
TRPV5	4.6755e-10
TRPV6	6.1460e-01
TRRAP	1.0000e+00
TRUB1	2.7811e-03
TRUB2	2.7658e-06
TSACC	2.8107e-01
TSBP1	1.1649e-01
TSC1	1.0000e+00
TSC2	1.0000e+00
TSC22D1	1.0000e+00
TSC22D2	1.0000e+00
TSC22D3	5.6034e-01
TSC22D4	9.6678e-01
TSEN15	3.2933e-01
TSEN2	2.8174e-12
TSEN34	6.3744e-07
TSEN54	3.3402e-13
TSFM	7.9003e-05
TSG101	1.1711e-01
TSGA10	1.3261e-02
TSGA10IP	9.7309e-18
TSGA13	9.3999e-02
TSHB	4.4450e-02
TSHR	1.4320e-03
TSHZ1	1.0000e+00
TSHZ2	1.0000e+00
TSHZ3	1.0000e+00
TSKS	5.7239e-01
TSKU	6.6516e-01
TSLP	6.3927e-02
TSN	9.9971e-01
TSNARE1	7.5233e-02
TSNAX	4.5819e-01
TSNAXIP1	9.4264e-02
TSPAN1	3.5551e-07
TSPAN10	2.6574e-04
TSPAN11	8.2772e-02
TSPAN12	6.9758e-01
TSPAN13	4.4950e-04
TSPAN14	9.6364e-02
TSPAN15	2.2831e-03
TSPAN16	6.0248e-04
TSPAN17	4.7144e-05
TSPAN18	4.1153e-02
TSPAN19	4.4818e-03
TSPAN2	1.4336e-07
TSPAN3	4.1078e-01
TSPAN31	4.0446e-01
TSPAN32	2.0052e-02
TSPAN33	4.1467e-05
TSPAN4	8.7567e-03
TSPAN5	9.9863e-01
TSPAN6	6.6079e-02
TSPAN7	7.9786e-01
TSPAN8	2.7363e-04
TSPAN9	6.3557e-01
TSPEAR	1.6254e-21
TSPO	5.5484e-04
TSPO2	4.0356e-05
TSPOAP1	6.2198e-02
TSPY1	3.0999e-01
TSPY10	2.8371e-01
TSPY2	9.5282e-02
TSPY3	2.8482e-01
TSPY8	2.9328e-01
TSPYL1	1.3417e-04
TSPYL2	8.7393e-01
TSPYL4	1.4304e-03
TSPYL6	3.8839e-01
TSR1	3.3084e-11
TSR2	8.0082e-01
TSR3	1.9113e-13
TSSC4	1.0202e-01
TSSK1B	3.0387e-02
TSSK2	7.7396e-02
TSSK3	1.9951e-01
TSSK4	9.3556e-02
TSSK6	1.1062e-04
TST	1.6894e-03
TSTD1	8.8365e-01
TSTD2	1.9743e-08
TSTD3	5.7353e-02
TTBK1	9.9981e-01
TTBK2	1.0000e+00
TTC1	2.3631e-03
TTC12	8.2548e-03
TTC13	2.2619e-01
TTC14	1.4344e-06
TTC16	2.4822e-13
TTC17	9.9983e-01
TTC19	5.5714e-02
TTC21A	1.5955e-19
TTC21B	1.2501e-18
TTC22	3.9097e-03
TTC23	4.9364e-04
TTC23L	1.9318e-08
TTC24	2.5149e-09
TTC26	5.9387e-03
TTC27	1.8764e-02
TTC28	1.0000e+00
TTC29	1.5411e-01
TTC3	1.2000e-01
TTC30A	1.2156e-09
TTC30B	2.9927e-08
TTC31	2.4874e-10
TTC32	2.7938e-02
TTC33	1.6058e-01
TTC34	7.7164e-14
TTC36	6.2742e-04
TTC37	6.8174e-05
TTC38	2.7917e-05
TTC39A	2.6320e-01
TTC39B	1.8336e-04
TTC39C	9.5804e-01
TTC4	1.1681e-06
TTC5	5.2135e-02
TTC6	1.7731e-01
TTC7A	4.5559e-22
TTC7B	1.0000e+00
TTC8	1.8774e-03
TTC9	3.9599e-03
TTC9B	1.5378e-03
TTC9C	1.8630e-02
TTF1	4.3752e-06
TTF2	3.2189e-05
TTI1	2.5846e-02
TTI2	6.8709e-02
TTK	4.6464e-01
TTL	9.9957e-01
TTLL1	2.8615e-06
TTLL10	5.4259e-05
TTLL10-AS1	2.0486e-01
TTLL11	1.6241e-02
TTLL12	3.7418e-02
TTLL13P	1.3684e-24
TTLL2	9.8025e-02
TTLL3	1.5845e-02
TTLL4	7.0160e-01
TTLL5	1.2590e-03
TTLL6	7.2198e-06
TTLL7	8.3116e-01
TTLL8	1.2978e-13
TTLL9	1.7267e-01
TTN	7.5745e-01
TTPA	2.8606e-01
TTPAL	5.3730e-01
TTR	3.4114e-01
TTYH1	3.3919e-03
TTYH2	8.1546e-03
TTYH3	9.5113e-01
TUB	1.0560e-04
TUBA1A	9.9978e-01
TUBA1B	1.0000e+00
TUBA1C	8.5763e-01
TUBA3C	3.0311e-04
TUBA3D	2.5982e-06
TUBA3E	8.8590e-05
TUBA4A	3.7806e-01
TUBA4B	5.6435e-02
TUBA8	1.3226e-01
TUBAL3	1.4702e-03
TUBB	1.0000e+00
TUBB1	1.8259e-11
TUBB2A	9.9387e-01
TUBB2B	9.9983e-01
TUBB3	6.3160e-01
TUBB4A	8.5098e-01
TUBB4B	9.9971e-01
TUBB6	3.7408e-01
TUBB8	1.7426e-03
TUBB8B	3.1989e-03
TUBD1	5.3349e-02
TUBE1	1.3313e-02
TUBG1	5.5091e-01
TUBG2	9.7228e-04
TUBGCP2	3.4688e-10
TUBGCP3	9.6818e-01
