gene_gencodeV33	FDR_TADA_ASD	FDR_TADA_DD	FDR_TADA_NDD	p_TADA_ASD	p_TADA_DD	p_TADA_NDD
GBP7	0.902155265	0.896530012	0.86353327	0.806265805	0.66073636	0.801679755
CEBPA	0.902158506	0.896534391	0.863539112	0.806323327	0.660793697	0.801739347
C16orf78	0.902161747	0.896538769	0.863544953	0.806380849	0.660851034	0.801798938
BLOC1S2	0.902164987	0.896543146	0.863550793	0.806438371	0.660908371	0.80185853
CCDC173	0.902168227	0.896551898	0.863556633	0.806495893	0.661023046	0.801918121
NOP16	0.902171467	0.896560647	0.863562472	0.806553415	0.66113772	0.801977712
CHST9	0.902174706	0.89656502	0.86356831	0.806610937	0.661195057	0.802037304
TTLL13P	0.902177944	0.896573765	0.863574147	0.806668459	0.661309731	0.802096895
SLC46A3	0.902181183	0.896578136	0.863579983	0.806725981	0.661367068	0.802156487
RAD51AP2	0.90218442	0.896591246	0.863585819	0.806783503	0.66153908	0.802216078
CXCL1	0.902187658	0.896604349	0.863591654	0.806841025	0.661711091	0.802275669
CXCL12	0.902190895	0.896613081	0.863597488	0.806898547	0.661825765	0.802335261
GOLGA6C	0.902194131	0.896617446	0.863603321	0.806956069	0.661883102	0.802394852
ISM2	0.902197367	0.896634898	0.863609153	0.807013591	0.662112451	0.802454444
C20orf78	0.902200603	0.89664362	0.863614985	0.807071113	0.662227125	0.802514035
ZNF354C	0.902203838	0.896661056	0.863620816	0.807128635	0.662456473	0.802573627
COTL1	0.902207073	0.896665413	0.863626646	0.807186157	0.66251381	0.802633218
SQOR	0.902210307	0.89667848	0.863632476	0.807243679	0.662685822	0.802692809
ABHD3	0.902213541	0.896704594	0.863638304	0.807301201	0.663029844	0.802752401
KRTAP1-3	0.902216774	0.896726337	0.863644132	0.807358723	0.66331653	0.802811992
PTPRH	0.902220007	0.896735029	0.863649959	0.807416245	0.663431204	0.802871584
ASPN	0.90222324	0.896739374	0.863655785	0.807473767	0.663488541	0.802931175
EFCC1	0.902226472	0.896756746	0.86366161	0.807531289	0.663717889	0.802990767
TMEM179B	0.902229703	0.896769769	0.863667435	0.807588811	0.663889901	0.803050358
TXNDC17	0.902232935	0.896774108	0.863673259	0.807646333	0.663947238	0.803109949
EFCAB1	0.902236165	0.896778447	0.863679082	0.807703855	0.664004575	0.803169541
KLRG1	0.902239396	0.896800129	0.863684904	0.807761377	0.664291261	0.803229132
OR6A2	0.902242626	0.896804463	0.863690726	0.807818899	0.664348598	0.803288724
PCDHGA4	0.902245855	0.896821794	0.863696546	0.807876421	0.664577946	0.803348315
ALOX15B	0.902249084	0.896830455	0.863702366	0.807933943	0.66469262	0.803407906
METTL6	0.902252313	0.896834784	0.863708185	0.807991465	0.664749957	0.803467498
TRMT10A	0.902255541	0.896847768	0.863714004	0.808048987	0.664921969	0.803527089
PNLIPRP3	0.902258769	0.89685642	0.863719821	0.808106509	0.665036643	0.803586681
EID2	0.902261996	0.896860746	0.863725638	0.808164031	0.66509398	0.803646272
STYK1	0.902265223	0.896882361	0.863731454	0.808221554	0.665380665	0.803705864
EIF1AD	0.902268449	0.896895322	0.863737269	0.808279076	0.665552677	0.803765455
SGCZ	0.902271675	0.896899641	0.863743084	0.808336598	0.665610014	0.803825046
ABCA8	0.902274901	0.896916909	0.863748897	0.80839412	0.665839362	0.803884638
PDE6B	0.902278126	0.896925539	0.86375471	0.808451642	0.665954037	0.803944229
TAC3	0.90228135	0.896929853	0.863760522	0.808509164	0.666011374	0.804003821
THUMPD2	0.902284575	0.896934166	0.863766334	0.808566686	0.666068711	0.804063412
LBHD1	0.902287798	0.896938479	0.863772144	0.808624208	0.666126048	0.804123004
STMP1	0.902291022	0.896960031	0.863777954	0.80868173	0.666412733	0.804182595
OR2B6	0.902294245	0.896964339	0.863783763	0.808739252	0.66647007	0.804242186
CAPZA3	0.902297467	0.896968647	0.863789571	0.808796774	0.666527408	0.804301778
USP41	0.902300689	0.89697726	0.863795378	0.808854296	0.666642082	0.804361369
CLEC2B	0.902303911	0.896981566	0.863801185	0.808911818	0.666699419	0.804420961
ATP7B	0.902307132	0.640724017	0.732901654	0.80896934	0.081170007	0.265312006
ZNF554	0.902310353	0.896990175	0.863806991	0.809026862	0.666814093	0.804480552
CYP8B1	0.902313573	0.896994478	0.863812796	0.809084384	0.66687143	0.804540143
HACD4	0.902316793	0.897015985	0.8638186	0.809141906	0.667158116	0.804599735
ALG3	0.902320013	0.897020284	0.863824403	0.809199428	0.667215453	0.804659326
SIT1	0.902323232	0.897028881	0.863830206	0.80925695	0.667330127	0.804718918
PRF1	0.90232645	0.89704177	0.863836008	0.809314472	0.667502138	0.804778509
ATP6V0E2	0.902329668	0.89706753	0.863841809	0.809371994	0.667846161	0.804838101
WDR89	0.902332886	0.897071821	0.863847609	0.809429516	0.667903498	0.804897692
AC104109.3	0.902336103	0.897076111	0.863853409	0.809487038	0.667960835	0.804957283
AK8	0.90233932	0.897084689	0.863859208	0.80954456	0.668075509	0.805016875
ACBD7	0.902342536	0.897088977	0.863865006	0.809602082	0.668132846	0.805076466
IQCF5	0.902345752	0.897110408	0.863870803	0.809659604	0.668419532	0.805136058
APOA4	0.902348968	0.897114692	0.863876599	0.809717126	0.668476869	0.805195649
TRDMT1	0.902352183	0.89713182	0.863882395	0.809774648	0.668706217	0.80525524
SFXN3	0.902355398	0.897140381	0.86388819	0.80983217	0.668820892	0.805314832
MUTYH	0.902358612	0.89714466	0.863893984	0.809889692	0.668878229	0.805374423
EPPIN	0.902361826	0.897161769	0.863899777	0.809947214	0.669107577	0.805434015
EPPIN-WFDC6	0.902365039	0.897166045	0.86390557	0.810004736	0.669164914	0.805493606
ERAP2	0.902368252	0.89717032	0.863911362	0.810062258	0.669222251	0.805553198
DGUOK	0.902371465	0.897187413	0.863917153	0.81011978	0.6694516	0.805612789
MAP9	0.902374677	0.897191684	0.863922943	0.810177303	0.669508937	0.80567238
EFCAB7	0.902377888	0.897200225	0.863928732	0.810234825	0.669623611	0.805731972
TSTD2	0.902381099	0.897221565	0.863934521	0.810292347	0.669910297	0.805791563
ANGPTL6	0.90238431	0.897225831	0.863940309	0.810349869	0.669967634	0.805851155
SH2D7	0.902387521	0.897234361	0.863946096	0.810407391	0.670082308	0.805910746
RUFY4	0.90239073	0.897242888	0.863951882	0.810464913	0.670196982	0.805970338
SLAMF8	0.90239394	0.897247151	0.863957668	0.810522435	0.670254319	0.806029929
CCDC171	0.902397149	0.897259934	0.863963452	0.810579957	0.670426331	0.80608952
CALHM3	0.902400358	0.897268453	0.863969236	0.810637479	0.670541005	0.806149112
GCOM1	0.902403566	0.897272711	0.86397502	0.810695001	0.670598342	0.806208703
STEAP1	0.902406773	0.897276969	0.863980802	0.810752523	0.670655679	0.806268295
ST3GAL6	0.902409981	0.897285482	0.863986584	0.810810045	0.670770353	0.806327886
MMRN1	0.902413188	0.897298247	0.863992364	0.810867567	0.670942365	0.806387477
TSPEAR	0.902416394	0.897306753	0.863998145	0.810925089	0.671057039	0.806447069
SLC5A8	0.9024196	0.897315257	0.864003924	0.810982611	0.671171713	0.80650666
RASA2	0.902422806	0.897323758	0.864009702	0.811040133	0.671286387	0.806566252
RASA4	0.902426011	0.897328008	0.86401548	0.811097655	0.671343724	0.806625843
TCP10L	0.902429216	0.897332256	0.864021257	0.811155177	0.671401061	0.806685435
C17orf112	0.90243242	0.897340752	0.864027033	0.811212699	0.671515736	0.806745026
LINC02693	0.902435624	0.897344999	0.864032809	0.811270221	0.671573073	0.806804617
C10orf82	0.902438827	0.897349245	0.864038583	0.811327743	0.67163041	0.806864209
MRPL22	0.90244203	0.89735349	0.864044357	0.811385265	0.671687747	0.8069238
SLC39A2	0.902445233	0.897357735	0.86405013	0.811442787	0.671745084	0.806983392
DSC3	0.902448435	0.897361979	0.864055903	0.811500309	0.671802421	0.807042983
PTCHD3	0.902451636	0.897366222	0.864061674	0.811557831	0.671859758	0.807102574
PMCH	0.902454838	0.897370464	0.864067445	0.811615353	0.671917095	0.807162166
CBWD1	0.902458039	0.897378948	0.864073215	0.811672875	0.672031769	0.807221757
NDUFAF6	0.902461239	0.897391667	0.864078984	0.811730397	0.672203781	0.807281349
DYDC1	0.902464439	0.897395906	0.864084753	0.811787919	0.672261118	0.80734094
EPPK1	0.902467638	0.897404381	0.86409052	0.811845441	0.672375792	0.807400532
ALKBH2	0.902470838	0.897408617	0.864096287	0.811902963	0.672433129	0.807460123
GZMM	0.902474036	0.897421322	0.864102053	0.811960485	0.67260514	0.807519714
FITM1	0.902477235	0.897429789	0.864107819	0.812018007	0.672719815	0.807579306
RNF168	0.902480432	0.897434022	0.864113583	0.812075529	0.672777152	0.807638897
ARRDC1	0.90248363	0.897438253	0.864119347	0.812133052	0.672834489	0.807698489
ZNF385C	0.902486827	0.897455173	0.86412511	0.812190574	0.673063837	0.80775808
FXYD2	0.902490023	0.897459401	0.864130872	0.812248096	0.673121174	0.807817672
C19orf54	0.902493219	0.897463629	0.864136634	0.812305618	0.673178512	0.807877263
MCHR2	0.902496415	0.897467856	0.864142395	0.81236314	0.673235849	0.807936854
FAHD2A	0.90249961	0.897472082	0.864148154	0.812420662	0.673293186	0.807996446
NUBP2	0.902502805	0.897493203	0.864153914	0.812478184	0.673579871	0.808056037
OR10P1	0.902505999	0.897497425	0.864159672	0.812535706	0.673637208	0.808115629
AC010422.5	0.902509193	0.897501647	0.86416543	0.812593228	0.673694545	0.80817522
GNG11	0.902512387	0.897505868	0.864171186	0.81265075	0.673751883	0.808234811
NDUFAF5	0.90251558	0.897518526	0.864176943	0.812708272	0.673923894	0.808294403
HMGCS2	0.902518773	0.897531178	0.864182698	0.812765794	0.674095905	0.808353994
LINC01664	0.902521965	0.897543824	0.864188452	0.812823316	0.674267916	0.808413586
C1orf141	0.902525157	0.897552252	0.864194206	0.812880838	0.674382591	0.808473177
IMMP2L	0.902528348	0.897556464	0.864199959	0.81293836	0.674439928	0.808532769
LRTOMT	0.902531539	0.897573308	0.864205711	0.812995882	0.674669276	0.80859236
BRF2	0.902534729	0.897585934	0.864211463	0.813053404	0.674841288	0.808651951
RPS29	0.90253792	0.415934223	0.50309848	0.813110926	0.028392223	0.078548524
LIPM	0.902541109	0.897598554	0.864217213	0.813168448	0.675013299	0.808711543
ALG10	0.902544298	0.897606964	0.864222963	0.81322597	0.675127973	0.808771134
HABP2	0.902547487	0.897615371	0.864228713	0.813283492	0.675242647	0.808830726
PCDHA10	0.902550676	0.897636377	0.864234461	0.813341014	0.675529333	0.808890317
MAK	0.902553864	0.897644774	0.864240208	0.813398536	0.675644007	0.808949908
ANKRD39	0.902557051	0.897661562	0.864245955	0.813456058	0.675873355	0.8090095
GYPC	0.902560238	0.897665757	0.864251701	0.81351358	0.675930692	0.809069091
RASSF1	0.902563425	0.897674145	0.864257447	0.813571102	0.676045367	0.809128683
CEACAM8	0.902566611	0.897682531	0.864263191	0.813628624	0.676160041	0.809188274
HOXD1	0.902569797	0.897703483	0.864268935	0.813686146	0.676446726	0.809247866
LSM1	0.902572982	0.897707671	0.864274678	0.813743668	0.676504064	0.809307457
TBC1D17	0.902576167	0.897716046	0.86428042	0.81380119	0.676618738	0.809367048
HYPK	0.902579352	0.897724418	0.864286161	0.813858712	0.676733412	0.80942664
ERICH5	0.902582536	0.897728603	0.864291902	0.813916234	0.676790749	0.809486231
SLC27A5	0.902585719	0.897741154	0.864297642	0.813973756	0.67696276	0.809545823
ZSWIM7	0.902588903	0.897749518	0.864303381	0.814031278	0.677077435	0.809605414
DCDC2B	0.902592085	0.897774595	0.86430912	0.814088801	0.677421457	0.809665006
C10orf90	0.902595268	0.897778772	0.864314857	0.814146323	0.677478794	0.809724597
MFSD6L	0.90259845	0.897787124	0.864320594	0.814203845	0.677593468	0.809784188
LIPH	0.902601631	0.897791299	0.86432633	0.814261367	0.677650806	0.80984378
POP4	0.902604812	0.897799647	0.864332065	0.814318889	0.67776548	0.809903371
ZNF808	0.902607993	0.89780382	0.8643378	0.814376411	0.677822817	0.809962963
PID1	0.902611173	0.897807992	0.864343534	0.814433933	0.677880154	0.810022554
PNKP	0.902614353	0.89783718	0.864349266	0.814491455	0.678281514	0.810082145
NDUFV1	0.902617533	0.897866335	0.864354999	0.814548977	0.678682873	0.810141737
OR52N1	0.902620712	0.897870498	0.86436073	0.814606499	0.678740211	0.810201328
MFSD2B	0.90262389	0.897874659	0.864366461	0.814664021	0.678797548	0.81026092
FAM180B	0.902627068	0.89788714	0.864372191	0.814721543	0.678969559	0.810320511
OR51H1	0.902630246	0.897895458	0.86437792	0.814779065	0.679084233	0.810380103
MYOZ1	0.902633423	0.897899616	0.864383648	0.814836587	0.67914157	0.810439694
LCN8	0.9026366	0.897907929	0.864389376	0.814894109	0.679256244	0.810499285
KLRD1	0.902639776	0.897912085	0.864395103	0.814951631	0.679313582	0.810558877
PBK	0.902642952	0.897928701	0.864400829	0.815009153	0.67954293	0.810618468
RRNAD1	0.902646128	0.897937005	0.864406554	0.815066675	0.679657604	0.81067806
ANKMY1	0.902649303	0.897945307	0.864412279	0.815124197	0.679772278	0.810737651
ODF4	0.902652478	0.897957754	0.864418002	0.815181719	0.67994429	0.810797243
LIPJ	0.902655652	0.897961902	0.864423725	0.815239241	0.680001627	0.810856834
BTN2A2	0.902658826	0.897966049	0.864429448	0.815296763	0.680058964	0.810916425
GUCA2A	0.902661999	0.897970195	0.864435169	0.815354285	0.680116301	0.810976017
CMKLR1	0.902665172	0.897974341	0.86444089	0.815411807	0.680173638	0.811035608
CFAP97D1	0.902668345	0.89799506	0.86444661	0.815469329	0.680460324	0.8110952
POLQ	0.902671517	0.897999202	0.864452329	0.815526851	0.680517661	0.811154791
DRGX	0.902674689	0.898007484	0.864458048	0.815584373	0.680632335	0.811214382
FGGY	0.90267786	0.898011624	0.864463765	0.815641895	0.680689672	0.811273974
FBXO16	0.902681031	0.898019901	0.864469482	0.815699417	0.680804346	0.811333565
PARM1	0.902684201	0.898032313	0.864475198	0.815756939	0.680976358	0.811393157
SAMD3	0.902687371	0.898036449	0.864480914	0.815814461	0.681033695	0.811452748
FSHR	0.902690541	0.898044719	0.864486628	0.815871983	0.681148369	0.81151234
RNH1	0.90269371	0.898048853	0.864492342	0.815929505	0.681205706	0.811571931
TDRD6	0.902696879	0.898052986	0.864498055	0.815987027	0.681263043	0.811631522
GOLGA8N	0.902700047	0.898057119	0.864503767	0.81604455	0.68132038	0.811691114
FOXL1	0.902703215	0.898061251	0.864509479	0.816102072	0.681377717	0.811750705
NAGK	0.902706383	0.898065382	0.86451519	0.816159594	0.681435054	0.811810297
OR10Z1	0.90270955	0.898069513	0.8645209	0.816217116	0.681492392	0.811869888
AIMP1	0.902712716	0.898077772	0.864526609	0.816274638	0.681607066	0.811929479
ZNF829	0.902715883	0.898081901	0.864532318	0.81633216	0.681664403	0.811989071
PLSCR2	0.902719048	0.898090156	0.864538025	0.816389682	0.681779077	0.812048662
CEACAM6	0.902722214	0.898098409	0.864543732	0.816447204	0.681893751	0.812108254
PDLIM3	0.902725379	0.898102534	0.864549438	0.816504726	0.681951088	0.812167845
DPH7	0.902728543	0.898106659	0.864555144	0.816562248	0.682008425	0.812227437
PPFIBP2	0.902731707	0.898110783	0.864560849	0.81661977	0.682065763	0.812287028
ACOD1	0.902734871	0.898114906	0.864566553	0.816677292	0.6821231	0.812346619
CENPX	0.902738034	0.898119029	0.864572256	0.816734814	0.682180437	0.812406211
LINC02054	0.902741197	0.898127273	0.864577958	0.816792336	0.682295111	0.812465802
GSG1L2	0.902744359	0.898131394	0.86458366	0.816849858	0.682352448	0.812525394
TMEM244	0.902747521	0.898139633	0.864589361	0.81690738	0.682467122	0.812584985
RAD51D	0.902750683	0.898156105	0.864595061	0.816964902	0.682696471	0.812644577
LRRC23	0.902753844	0.898160221	0.86460076	0.817022424	0.682753808	0.812704168
CCDC81	0.902757005	0.898164336	0.864606459	0.817079946	0.682811145	0.812763759
LRRIQ3	0.902760165	0.898197238	0.864612157	0.817137468	0.683269842	0.812823351
LTK	0.902763325	0.898201347	0.864617854	0.81719499	0.683327179	0.812882942
AC002996.1	0.902766484	0.898205456	0.86462355	0.817252512	0.683384516	0.812942534
UGT2B4	0.902769643	0.89821778	0.864629246	0.817310034	0.683556527	0.813002125
SKA1	0.902772802	0.898225992	0.86463494	0.817367556	0.683671201	0.813061716
HEMGN	0.90277596	0.898238305	0.864640634	0.817425078	0.683843213	0.813121308
LDHD	0.902779118	0.898250613	0.864646328	0.8174826	0.684015224	0.813180899
KLHL30	0.902782275	0.898258815	0.86465202	0.817540122	0.684129898	0.813240491
ZNF789	0.902785432	0.898262915	0.864657712	0.817597644	0.684187235	0.813300082
UPK3B	0.902788588	0.898267014	0.864663403	0.817655166	0.684244572	0.813359674
KRT39	0.902791744	0.898271112	0.864669093	0.817712688	0.68430191	0.813419265
AL049779.1	0.9027949	0.89827521	0.864674783	0.81777021	0.684359247	0.813478856
C6orf15	0.902798055	0.898279308	0.864680471	0.817827732	0.684416584	0.813538448
HHLA1	0.90280121	0.898283405	0.864686159	0.817885254	0.684473921	0.813598039
ZDHHC13	0.902804364	0.898287501	0.864691847	0.817942777	0.684531258	0.813657631
NUTM2F	0.902807518	0.898291596	0.864697533	0.818000299	0.684588595	0.813717222
VEPH1	0.902810672	0.898295691	0.864703219	0.818057821	0.684645932	0.813776813
NANOS1	0.902813825	0.898299785	0.864708904	0.818115343	0.684703269	0.813836405
PANX2	0.902816978	0.898303878	0.864714588	0.818172865	0.684760606	0.813895996
PRORP	0.90282013	0.898307971	0.864720271	0.818230387	0.684817943	0.813955588
AKAP7	0.902823282	0.898312063	0.864725954	0.818287909	0.684875281	0.814015179
GAB4	0.902826433	0.898316155	0.864731636	0.818345431	0.684932618	0.814074771
SLC25A39	0.902829584	0.898320246	0.864737317	0.818402953	0.684989955	0.814134362
LUZP2	0.902832735	0.898328425	0.864742997	0.818460475	0.685104629	0.814193953
ODF2L	0.902835885	0.898332514	0.864748677	0.818517997	0.685161966	0.814253545
OVCH1	0.902839035	0.661604759	0.761507194	0.818575519	0.090164318	0.320568892
CHRFAM7A	0.902842184	0.89834069	0.864754356	0.818633041	0.68527664	0.814313136
C12orf40	0.902845333	0.898344777	0.864760034	0.818690563	0.685333977	0.814372728
MFRP	0.902848481	0.898348863	0.864765711	0.818748085	0.685391315	0.814432319
NFAM1	0.902851629	0.898361118	0.864771388	0.818805607	0.685563326	0.814491911
SCG5	0.902854777	0.898369285	0.864777064	0.818863129	0.685678	0.814551502
EFCAB11	0.902857924	0.898373368	0.864782739	0.818920651	0.685735337	0.814611093
AK2	0.902861071	0.89837745	0.864788413	0.818978173	0.685792674	0.814670685
AC012309.1	0.902864217	0.898381531	0.864794087	0.819035695	0.685850011	0.814730276
GKN2	0.902867363	0.898385611	0.86479976	0.819093217	0.685907348	0.814789868
TMEM79	0.902870509	0.898389691	0.864805432	0.819150739	0.685964686	0.814849459
C12orf45	0.902873654	0.89839377	0.864811103	0.819208261	0.686022023	0.81490905
CLDN10	0.902876799	0.898401927	0.864816774	0.819265783	0.686136697	0.814968642
KCNA10	0.902879943	0.898426381	0.864822443	0.819323305	0.686480719	0.815028233
ADGRF4	0.902883087	0.898442671	0.864828113	0.819380827	0.686710068	0.815087825
STN1	0.90288623	0.898446742	0.864833781	0.819438349	0.686767405	0.815147416
GBP1	0.902889373	0.89845895	0.864839448	0.819495871	0.686939416	0.815207008
C1QTNF2	0.902892516	0.898463019	0.864845115	0.819553393	0.686996753	0.815266599
MCUR1	0.902895658	0.898471153	0.864850781	0.819610915	0.687111428	0.81532619
FAXDC2	0.9028988	0.898479285	0.864856446	0.819668437	0.687226102	0.815385782
MYF5	0.902901941	0.898507727	0.864862111	0.819725959	0.687627462	0.815445373
ZNF154	0.902905082	0.898515848	0.864867775	0.819783481	0.687742136	0.815504965
NAA11	0.902908223	0.898519907	0.864873438	0.819841003	0.687799473	0.815564556
STARD5	0.902911363	0.898528024	0.8648791	0.819898526	0.687914147	0.815624147
ZNF19	0.902914502	0.898532081	0.864884762	0.819956048	0.687971484	0.815683739
CCDC153	0.902917642	0.898536138	0.864890422	0.82001357	0.688028821	0.81574333
PTPRCAP	0.90292078	0.898540194	0.864896082	0.820071092	0.688086158	0.815802922
TTLL3	0.902923919	0.898544249	0.864901742	0.820128614	0.688143495	0.815862513
WDR49	0.902927057	0.898548304	0.8649074	0.820186136	0.688200833	0.815922105
AANAT	0.902930194	0.898556412	0.864913058	0.820243658	0.688315507	0.815981696
TTC23L	0.902933331	0.898560465	0.864918715	0.82030118	0.688372844	0.816041287
ANKRD7	0.902936468	0.898568569	0.864924371	0.820358702	0.688487518	0.816100879
